Compound_ID,SMILES,Activity_Label
CHEMBL3895397,COC[C@H](C)S(=O)(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)ncc(F)c3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,1
CHEMBL3895397,COC[C@H](C)S(=O)(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)ncc(F)c3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,1
CHEMBL3897709,CCN(Cc1nccs1)C(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,1
CHEMBL3897709,CCN(Cc1nccs1)C(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,1
CHEMBL3898371,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,1
CHEMBL3898371,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,1
CHEMBL3901206,COc1cc2c(F)cc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc2ccnc(N)c2cc1F,1
CHEMBL3901206,COc1cc2c(F)cc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc2ccnc(N)c2cc1F,1
CHEMBL3901391,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc2ccnc(N)c2cc1F,1
CHEMBL3901391,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc2ccnc(N)c2cc1F,1
CHEMBL3902498,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,1
CHEMBL3902498,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,1
CHEMBL3902759,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(c4nnn[nH]4)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,1
CHEMBL3902759,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(c4nnn[nH]4)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,1
CHEMBL3903215,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1cc(F)c(OCCN3CCCC3=O)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,1
CHEMBL3903215,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1cc(F)c(OCCN3CCCC3=O)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,1
CHEMBL390662,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccccc2)c1,1
CHEMBL390663,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)c(F)c1,1
CHEMBL3906646,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1cc(F)c(OC(CF)CF)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,1
CHEMBL3906646,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1cc(F)c(OC(CF)CF)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,1
CHEMBL3907868,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,1
CHEMBL3907868,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,1
CHEMBL3908500,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1cc(F)c(S(=O)(=O)C(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1cc(F)c2c(N)nccc2c1,1
CHEMBL3908500,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1cc(F)c(S(=O)(=O)C(C)C)c(c1)CN(C)C(=O)[C@@H]2Nc1cc(F)c2c(N)nccc2c1,1
CHEMBL390878,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)cc1F,1
CHEMBL3909009,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc(F)c2c(N)nccc2c1,1
CHEMBL3909009,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc(F)c2c(N)nccc2c1,1
CHEMBL3913920,[C-]#[N+]C1(COc2c(F)cc3cc2CN(C)C(=O)[C@H](Nc2ccc4c(N)nccc4c2)c2ccc(c(C)c2)[C@@H](C)COC(=O)N3)CC1,1
