Compound_ID,SMILES,Activity_Label,Source
CHEMBL116458,CCC(C)NC(=O)C(=O)C(CC)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,1,ChEMBL_Anticancer
CHEMBL1164580,Cn1c2ccccc2c2cc3c(cc21)OCN(Cc1ccccn1)C3,0,ChEMBL_Anticancer
CHEMBL1164583,CC[C@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cccc(/N=C/c3cccc(C)c3)c1c2C,1,ChEMBL_Anticancer
CHEMBL1164591,Cn1c2ccccc2c2ccc3c(c21)CN(Cc1ccccc1)CO3,0,ChEMBL_Anticancer
CHEMBL1165135,Cc1ccccc1Nc1ncnc2sc3ccccc3c12,0,ChEMBL_Anticancer
CHEMBL1165136,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)n6cncn6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,1,ChEMBL_Anticancer
CHEMBL1165138,CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N[C@H](CO)Cc1ccccc1,0,ChEMBL_Anticancer
CHEMBL116514,CN(C)c1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1,0,ChEMBL_Anticancer
CHEMBL1165142,C[C@]12CC[C@H](OC(=O)c3ccccc3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)NC(=O)CC[C@@H]12,1,ChEMBL_Anticancer
CHEMBL1165146,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccccc3C)C[C@H]1C=N2,1,ChEMBL_Anticancer
CHEMBL1165147,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccccc3C(F)(F)F)C[C@H]1C=N2,1,ChEMBL_Anticancer
CHEMBL116646,CN(C)NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,1,ChEMBL_Anticancer
CHEMBL116647,Cc1cc(-c2n[nH]c3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)c(C)s1,1,ChEMBL_Anticancer
CHEMBL116649,O=C1Nc2ccc(OC(F)(F)F)cc2C1=O,0,ChEMBL_Anticancer
CHEMBL116656,CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21,0,ChEMBL_Anticancer
CHEMBL116661,CC(C)[C@H](NC(=O)COc1cccc2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccc2ccccc2c1,1,ChEMBL_Anticancer
CHEMBL116664,CC(C)C[C@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](N)CSSC[C@H](C(N)=O)NC1=O,0,ChEMBL_Anticancer
CHEMBL116670,NC1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)C1,1,ChEMBL_Anticancer
CHEMBL116673,CCOC(=O)CCCCO/N=C(\c1ccc(NC(=O)C2CSC(c3cccnc3)N2)cc1)c1cccnc1,1,ChEMBL_Anticancer
CHEMBL1169718,COc1cc(C)cc2c1C(=O)c1c(O)cc(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](OC(C)=O)[C@H]3OC(C)=O)cc1C2OC(C)=O,1,ChEMBL_Anticancer
CHEMBL116972,CSCCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,1,ChEMBL_Anticancer
CHEMBL1169722,Cc1ccc(S(=O)(=O)c2nnn3c2nc(Nc2cccc(F)c2)c2sccc23)cc1,1,ChEMBL_Anticancer
CHEMBL1169723,CCCCCCCCCCCCCCNC(=O)[C@H](CO)/N=C/c1ccc(O)cc1,0,ChEMBL_Anticancer
CHEMBL1169724,Cc1ccc(S(=O)(=O)c2nnn3c2nc(NCc2cccc(Cl)c2)c2sccc23)cc1,1,ChEMBL_Anticancer
CHEMBL1169725,COc1cccc(CNc2nc3c(S(=O)(=O)c4ccc(C)cc4)nnn3c3ccsc23)c1,1,ChEMBL_Anticancer
CHEMBL1169726,CCCC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](Oc2cc(O)c3c(c2)C(=O)c2cc(C)cc(O)c2C3=O)[C@@H]1OC(=O)CCC,0,ChEMBL_Anticancer
CHEMBL1169728,CN1CN(c2ccccc2)C2(CCN(Cc3csc4ccccc34)CC2)C1=O.O=C(O)C(=O)O,1,ChEMBL_Anticancer
CHEMBL1169730,CC(=O)Oc1ccc2cc(-n3cc(/C=C/c4ccccc4)nn3)c(=O)oc2c1C,0,ChEMBL_Anticancer
CHEMBL1169732,Cc1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)c2ccccn2)C3)cc1,0,ChEMBL_Anticancer
CHEMBL1170401,Cc1c(NC(=O)OC(C)C)[n+]([O-])c2cc(Cl)ccc2[n+]1[O-],1,ChEMBL_Anticancer
CHEMBL1170402,COc1ccc2c(c1)[n+]([O-])c(NC(=O)OC(C)C)c(C)[n+]2[O-],1,ChEMBL_Anticancer
CHEMBL1170403,N#Cc1cc(C(=O)C2CC2)n2ccccc12,1,ChEMBL_Anticancer
CHEMBL1170404,O=C(c1c2c(c3ccccn13)C(=O)N(c1ccccc1)C2=O)C1CC1,1,ChEMBL_Anticancer
CHEMBL1170405,O=C(Nc1ccccc1)c1cc(C(=O)C2CC2)n2ccccc12,1,ChEMBL_Anticancer
CHEMBL1170406,Cc1ccn2c(C(=O)C3CC3)cc(C#N)c2c1,1,ChEMBL_Anticancer
CHEMBL1170436,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,1,ChEMBL_Anticancer
CHEMBL1170439,COCCNc1nc2c(S(=O)(=O)c3ccc(C)cc3)nnn2c2ccsc12,1,ChEMBL_Anticancer
CHEMBL1170441,Cc1ccc([C@]2(O)OCC(C)(C)N[C@H]2C)cc1,1,ChEMBL_Anticancer
CHEMBL1170442,CCc1ccc(S(=O)(=O)c2nnn3c2nc(N(CC)CC)c2sccc23)cc1,1,ChEMBL_Anticancer
CHEMBL1170444,FC(F)(F)c1ccc2[nH]c3ccccc3c2c1,1,ChEMBL_Anticancer
CHEMBL1171379,COc1cc(OCc2nc(-c3ccc(Br)cc3)no2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,1,ChEMBL_Anticancer
CHEMBL1171380,CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)n2C)n(C)c1=O,1,ChEMBL_Anticancer
CHEMBL1171385,CC1(C)CC=C(c2cc(C3CC(=O)NC(=O)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,1,ChEMBL_Anticancer
CHEMBL1171386,O=C1C[C@H]2O[C@H]([C@H](O)c3ccccc3)[C@H](O)[C@H]2O1,0,ChEMBL_Anticancer
CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1,ChEMBL_Anticancer
CHEMBL1172192,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,0,ChEMBL_Anticancer
CHEMBL1172195,Cc1cc(O)c(C(=O)/C=C/c2cccc3ccccc23)c(-c2ccc(Cl)cc2)c1C(=O)/C=C/c1cccc2ccccc12,0,ChEMBL_Anticancer
CHEMBL1172199,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2F)CC1)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL117220,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCN(C)C,1,ChEMBL_Anticancer
CHEMBL1172204,Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)c4)CC3)CC2)c1,1,ChEMBL_Anticancer
CHEMBL1172205,c1ccc(N2CCN(CCCCCCN3CCN(c4ccccc4)CC3)CC2)cc1,1,ChEMBL_Anticancer
CHEMBL1172206,COc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(OC)c4)CC3)CC2)c1,1,ChEMBL_Anticancer
CHEMBL1172207,Cc1ccc(S(=O)(=O)c2nnn3c2nc(NC2CCCC2)c2sccc23)cc1,1,ChEMBL_Anticancer
CHEMBL1172208,O=C(O)C(=O)O.OC1(c2ccc(I)cc2)CCN(Cc2c[nH]c3ncccc23)CC1,1,ChEMBL_Anticancer
CHEMBL1172209,CSc1ccc(C2(O)CCN(Cc3c[nH]c4ncccc34)CC2)cc1.O=C(O)C(=O)O,1,ChEMBL_Anticancer
CHEMBL1172887,O=C(Nc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,1,ChEMBL_Anticancer
CHEMBL117289,CC(=O)N1CCN(C2c3ccc(Cl)cc3C=Cc3cccnc32)CC1,1,ChEMBL_Anticancer
CHEMBL1172893,COc1cc2c(cc1OC)[C@@H]1[C@H](O)[C@@H](OC)C=C3CCN(C2)[C@H]31,1,ChEMBL_Anticancer
CHEMBL1172894,Cc1cc(O)c(C(=O)/C=C/c2ccccc2)c(-c2ccc(Cl)cc2)c1C(=O)/C=C/c1ccccc1,1,ChEMBL_Anticancer
CHEMBL1172895,Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1C(=O)/C=C/c1ccc(Cl)cc1,0,ChEMBL_Anticancer
CHEMBL1173188,Cn1ccc2c1-c1[nH]c(=O)c(S(=O)(=O)c3ccccc3)cc1CC2,0,ChEMBL_Anticancer
CHEMBL117319,CCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,1,ChEMBL_Anticancer
CHEMBL1173191,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc([N+](=O)[O-])cc1,0,ChEMBL_Anticancer
CHEMBL1173192,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(O)cc1,0,ChEMBL_Anticancer
CHEMBL1173193,COc1ccc(C2CC(c3ccc(Br)c(Br)c3)=NN2C(N)=S)cc1,1,ChEMBL_Anticancer
CHEMBL1173194,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@H](CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,1,ChEMBL_Anticancer
CHEMBL1173195,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)-c2nc(cs2)C(=O)N[C@@H](C(C)C)C(=O)O1,0,ChEMBL_Anticancer
CHEMBL1173200,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1CCc1cnc2cccnn12,1,ChEMBL_Anticancer
CHEMBL1173201,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1/C=C/c1cnc2cccnn12,1,ChEMBL_Anticancer
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1,ChEMBL_Anticancer
CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1,ChEMBL_Anticancer
CHEMBL117869,COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,0,ChEMBL_Anticancer
CHEMBL1178700,CN(CCOc1ccccc1)CC1COC(c2ccccc2)(c2ccccc2)O1,1,ChEMBL_Anticancer
CHEMBL1178715,Nc1nc2c(s1)CCc1ccccc1-2,0,ChEMBL_Anticancer
CHEMBL1178726,COc1ccc2c(c1)CCc1sc(N)nc1-2,0,ChEMBL_Anticancer
CHEMBL1178727,Nc1nc2c(s1)Cc1ccccc1-2,0,ChEMBL_Anticancer
CHEMBL117874,Oc1c2c(nn1-c1ccc(Cl)cc1)C1CCCC1N=C2,1,ChEMBL_Anticancer
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL1186585,O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,0,ChEMBL_Anticancer
CHEMBL1189679,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,1,ChEMBL_Anticancer
CHEMBL118968,Nc1c2c(nc3ccccc13)CCCCCC2,1,ChEMBL_Anticancer
CHEMBL118972,Cc1ccc(NC(=O)c2ccc(Cl)cc2Cl)c(C(=O)O)c1,0,ChEMBL_Anticancer
CHEMBL118973,Cn1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,1,ChEMBL_Anticancer
CHEMBL118974,CC(C)[C@H](NC(=O)COc1cccc2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccc([N+](=O)[O-])cc1F,0,ChEMBL_Anticancer
CHEMBL118978,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)NCCC(c1ccccc1)c1ccccc1,1,ChEMBL_Anticancer
CHEMBL118982,Cc1ccc(Cc2ncn3c(=O)[nH]c(=S)[nH]c23)cc1,0,ChEMBL_Anticancer
CHEMBL118983,Cn1cc(C#N)c2ccc(Nc3ncc(-c4ccccc4CNC(=O)OCCC#N)o3)cc21,1,ChEMBL_Anticancer
CHEMBL118985,CSCC[C@H](NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C)C(C)C,1,ChEMBL_Anticancer
CHEMBL118986,CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N)C(=O)O,1,ChEMBL_Anticancer
CHEMBL1189868,COc1ccc2c(c1)c1ccccc1n2S(=O)(=O)c1ccc(N)cc1,1,ChEMBL_Anticancer
CHEMBL118988,CC[C@H](CC#N)OC(=O)NCc1cccc(NC(=O)Nc2ccc(C#N)c(OC)c2)c1,1,ChEMBL_Anticancer
CHEMBL1194287,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,0,ChEMBL_Anticancer
CHEMBL119430,CCc1nc(NC(=O)NN2CCOCC2)cs1,0,ChEMBL_Anticancer
CHEMBL1194314,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1,1,ChEMBL_Anticancer
CHEMBL119432,Nc1cccc2ncnc(NCc3ccccc3)c12,0,ChEMBL_Anticancer
CHEMBL1194321,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccsc1)c1ccsc1,1,ChEMBL_Anticancer
CHEMBL1194325,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,0,ChEMBL_Anticancer
CHEMBL119433,CN(C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)C1CC1,1,ChEMBL_Anticancer
CHEMBL1194336,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1,1,ChEMBL_Anticancer
CHEMBL1194345,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,1,ChEMBL_Anticancer
CHEMBL11944,Cc1nccn1-c1ccc(OCCNCC(O)COc2ccc(N(C)S(C)(=O)=O)cc2)cc1,0,ChEMBL_Anticancer
CHEMBL119440,CCCCCCCCOc1c(C)cc(CNCCCP(=O)(O)O)cc1C,1,ChEMBL_Anticancer
CHEMBL1200659,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,0,ChEMBL_Anticancer
CHEMBL1200666,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1,ChEMBL_Anticancer
CHEMBL120067,COc1cc2[nH]c(C)nc2cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,1,ChEMBL_Anticancer
CHEMBL1200675,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,ChEMBL_Anticancer
CHEMBL1201027,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],1,ChEMBL_Anticancer
CHEMBL1201032,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,0,ChEMBL_Anticancer
CHEMBL1201039,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,0,ChEMBL_Anticancer
CHEMBL1201041,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],0,ChEMBL_Anticancer
CHEMBL1201042,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],0,ChEMBL_Anticancer
CHEMBL1201043,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],0,ChEMBL_Anticancer
CHEMBL1201182,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,ChEMBL_Anticancer
CHEMBL1201203,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1,ChEMBL_Anticancer
CHEMBL1202116,NCCCC[C@H](N)C(=O)N[C@@H](CCC/N=C(\N)N[N+](=O)[O-])C(N)=O.O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202117,NC(=O)[C@H](CCC/N=C(/N)N[N+](=O)[O-])NC(=O)[C@@H](N)CCC/N=C(/N)N[N+](=O)[O-].O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202118,NC(=O)C[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(N)=O.O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202120,NC(N)=NCCCC(NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(c1ccccc1)c1ccccc1)C(=O)CCC(=O)N1CCCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202121,NC(N)=NCCCC(NC(=O)[C@@H]1CCCN1C(=O)C(N)Cc1cccc2ccccc12)C(=O)CCC(=O)N1CCCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,0,ChEMBL_Anticancer
CHEMBL1202122,NC(N)=NCCCC(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C(c1ccccc1)c1ccccc1)C(=O)CCC(=O)N1CCCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202123,NC(N)=NCCCC(NC(=O)[C@@H]1CCCN1C(=O)C(N)Cc1ccc2ccccc2c1)C(=O)CCC(=O)N1CCCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,0,ChEMBL_Anticancer
CHEMBL1202125,NC(N)=NCCCC(NC(=O)[C@@H]1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1)C(=O)CCC(=O)N1CCCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202131,CN(CC#CCN1CCCC1)C(=O)CCCCCCN.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202134,CN(CC#CCN1CCCC1)C(=O)CCCCCCCN.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1202141,O=C(O)C(F)(F)F.O=C(c1ccc(-c2cnc3c(c2)N(Cc2ccccc2)CCN3)cc1)N1CCC[C@H]1CN1CCCC1,1,ChEMBL_Anticancer
CHEMBL1202159,Br.Br.CCN(CC)C(=S)C1CCCN(Cc2ccc(CN3CCCC(C(=S)N(CC)CC)C3)cc2)C1,0,ChEMBL_Anticancer
CHEMBL1202160,Br.Br.CCOC(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)OCC)C3)cc2)C1,0,ChEMBL_Anticancer
CHEMBL1202161,Br.Br.O=C(O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)O)C3)cc2)C1,0,ChEMBL_Anticancer
CHEMBL1202162,Br.Br.CCN(C(=O)c1ccccc1)C(=O)C1CCCN(Cc2ccc(CN3CCCC(C(=O)N(CC)C(=O)c4ccccc4)C3)cc2)C1,0,ChEMBL_Anticancer
CHEMBL1202163,Br.Br.COc1cc(C(=O)NC(=O)C2CCCN(Cc3ccc(CN4CCCC(C(=O)NC(=O)c5cc(OC)c(OC)c(OC)c5)C4)cc3)C2)cc(OC)c1OC,0,ChEMBL_Anticancer
CHEMBL1202164,Br.Br.CCN(CC)C(=O)C1CCCN(Cc2ccc(-c3ccc(CN4CCCC(C(=O)N(CC)CC)C4)cc3C)c(C)c2)C1,0,ChEMBL_Anticancer
CHEMBL1204136,CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12.Cl.Cl,1,ChEMBL_Anticancer
CHEMBL120414,CC(=O)Nc1cccc(OCC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)COc2cccc3ccccc23)C(C)C)c1,0,ChEMBL_Anticancer
CHEMBL1204149,Cl.N=C(N)c1ccc(OCCCCOc2ccc(C(=N)N)cc2N)c(N)c1,1,ChEMBL_Anticancer
CHEMBL1204150,Cl.N=C(N)c1ccc(OCCOc2ccc(C(=N)N)cc2N)c(N)c1,1,ChEMBL_Anticancer
CHEMBL1204151,Cl.N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2N)c(N)c1,0,ChEMBL_Anticancer
CHEMBL1204152,Cl.N=C(N)c1ccc(NCCCCNc2ccc(C(=N)N)cc2N)c(N)c1,0,ChEMBL_Anticancer
CHEMBL1204153,Cl.N=C(N)c1ccc(NCCCNc2ccc(C(=N)N)cc2N)c(N)c1,0,ChEMBL_Anticancer
CHEMBL1204154,Cl.N=C(N)c1ccc(NCCCCCNc2ccc(C(=N)N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,ChEMBL_Anticancer
CHEMBL1204155,Cl.N=C(N)c1ccc(NCCCNc2ccc(C(=N)N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,ChEMBL_Anticancer
CHEMBL1204156,Cl.N=C(N)c1ccc(NCCCCNc2ccc(C(=N)N)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL1204157,Cl.N=C(N)c1ccc(NCCCNc2ccc(C(=N)N)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL1204158,Cl.N=C(N)c1ccc(OCCOc2ccc(C(=N)N)cc2)cc1,1,ChEMBL_Anticancer
CHEMBL1204159,Cl.N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2N)c(N)c1,1,ChEMBL_Anticancer
CHEMBL1204160,Cl.N=C(N)c1ccc(NCCNc2ccc(C(=N)N)cc2N)c(N)c1,0,ChEMBL_Anticancer
CHEMBL1204161,Cl.N=C(N)c1ccc(NCCCCCCNc2ccc(C(=N)N)cc2N)c(N)c1,1,ChEMBL_Anticancer
CHEMBL1204162,Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,1,ChEMBL_Anticancer
CHEMBL1204164,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C)C(C)C.Cl,0,ChEMBL_Anticancer
CHEMBL1204168,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC.Cl,1,ChEMBL_Anticancer
CHEMBL1208892,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)n4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1208893,C[C@@H](Oc1cc(-n2cnc3cc(-c4cnc(N)nc4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,1,ChEMBL_Anticancer
CHEMBL1208894,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCNCC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,1,ChEMBL_Anticancer
CHEMBL1208896,N#Cc1c(Cl)c(Cl)c2nc(N)nc(N)c2c1Cl,1,ChEMBL_Anticancer
CHEMBL1208897,N#Cc1c(F)c(Cl)c2nc(N)nc(N)c2c1F,1,ChEMBL_Anticancer
CHEMBL120934,O=S(=O)(NO)c1ccc(I)cc1,0,ChEMBL_Anticancer
CHEMBL1209342,Cc1cc(C(=O)NCC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)no1,1,ChEMBL_Anticancer
CHEMBL1209343,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3ccco3)c2)n1,1,ChEMBL_Anticancer
CHEMBL1209344,CC(=O)NC(C)C(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,1,ChEMBL_Anticancer
CHEMBL1209345,Fc1cc(F)cc(CN2C[C@@H]3[C@H](CNc4nc(-c5ccccn5)cs4)[C@@H]3C2)c1,1,ChEMBL_Anticancer
CHEMBL1209346,CC(c1ccccc1)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1,1,ChEMBL_Anticancer
CHEMBL1209347,FC(F)(F)c1ccc(Nc2nc(-c3ccccn3)cs2)cc1,1,ChEMBL_Anticancer
CHEMBL1209355,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3)c2)CCCCC1,1,ChEMBL_Anticancer
CHEMBL1209356,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCO3)c2)CC1,1,ChEMBL_Anticancer
CHEMBL1209357,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3(C)CCCO3)c2)CC1,1,ChEMBL_Anticancer
CHEMBL1209358,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCCO3)c2)CC1,1,ChEMBL_Anticancer
CHEMBL1209366,Cn1c(C#N)ccc1-c1ccc(C(O)c2cccs2)cc1,1,ChEMBL_Anticancer
CHEMBL1209367,Cn1c(C#N)ccc1-c1ccc(C(O)c2ccccc2)cc1,1,ChEMBL_Anticancer
